Date,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,TEMP_MOY,HUMIDITY_MAX_PERCENT,HUMIDITY_EST_AVG,WINDSPEED_MAX_KMH,WINDSPEED_AVG_KMH,PRECIP_TOTAL_DAY_MM,SUNHOUR,SR_EST_W_m2,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,CO,NO2,SO2,O3,PM2.5,PM10,AQI
2024-01-11,22,19,20.5,56,42.0,14,8.4,0.0,10,1500,1019,1.25,486.5,49.354166666666664,23.079166666666666,64.41666666666667,28.90416666666667,48.98333333333333,64.09527729166666
2024-01-12,23,18,20.75,61,45.75,16,9.6,0.0,10,1500,1018,4.625,507.75,52.00416666666666,23.016666666666666,55.333333333333336,30.40416666666667,51.3375,63.29749808333333
2024-01-13,23,19,21.25,55,41.25,12,7.199999999999999,0.0,10,1500,1018,1.375,549.7083333333334,57.604166666666664,23.775000000000002,45.291666666666664,32.3375,58.9,65.21930725
2024-01-14,24,20,21.75,57,42.75,12,7.199999999999999,0.0,10,1500,1018,3.0,742.7083333333334,76.13333333333334,32.225,31.666666666666668,44.90833333333333,100.60000000000001,72.28576358333333
2024-01-15,25,21,22.75,51,38.25,14,8.4,0.0,10,1500,1018,0.25,583.5,58.48333333333333,21.650000000000002,57.166666666666664,41.0,81.5625,79.18673629166666
2024-01-16,24,22,22.75,75,56.25,27,16.2,0.0,10,1500,1017,2.25,333.4166666666667,24.075,11.804166666666667,100.41666666666667,30.28333333333333,72.27499999999999,67.65472125000001
2024-01-17,23,21,22.75,59,44.25,39,23.4,0.0,10,1500,1015,1.625,221.25,11.133333333333333,5.241666666666666,100.83333333333333,19.183333333333334,43.0,63.99895783333333
2024-01-18,23,20,21.0,59,44.25,18,10.799999999999999,0.0,10,1500,1016,2.25,291.2916666666667,21.212500000000002,9.970833333333333,97.0,23.150000000000002,45.833333333333336,47.94027675
2024-01-19,23,21,21.75,66,49.5,27,16.2,0.0,10,1500,1018,10.75,259.125,17.666666666666668,7.4750000000000005,91.5,21.829166666666666,40.545833333333334,51.62916754166667
2024-01-20,23,19,21.0,60,45.0,13,7.8,0.0,10,1500,1020,0.0,444.3333333333333,34.31666666666667,17.995833333333334,77.70833333333333,28.491666666666664,57.47083333333333,57.22819545833334
2024-01-21,23,21,21.75,65,48.75,23,13.799999999999999,0.0,10,1500,1020,3.25,335.4583333333333,22.15833333333333,10.233333333333333,98.25,28.325,59.94166666666666,63.19069420833333
2024-01-22,23,20,21.5,60,45.0,15,9.0,0.0,10,1500,1020,0.0,404.5,31.758333333333336,15.612499999999999,88.75,28.616666666666664,55.5625,63.102986875
2024-01-23,23,20,21.0,61,45.75,15,9.0,0.0,10,1500,1020,0.0,558.25,45.00833333333333,24.1375,74.79166666666667,34.11666666666667,61.458333333333336,66.46527545833334
2024-01-24,23,19,20.75,65,48.75,14,8.4,0.0,10,1500,1019,0.0,585.4166666666666,50.041666666666664,23.0625,63.291666666666664,32.670833333333334,51.26666666666667,64.81180683333334
2024-01-25,24,20,21.75,40,30.0,15,9.0,0.0,10,1500,1018,1.0,602.75,62.12083333333334,23.491666666666664,46.541666666666664,42.47083333333333,67.21666666666667,70.430554875
2024-01-26,27,21,23.0,37,27.75,14,8.4,0.0,10,1500,1016,6.5,620.6666666666666,77.34583333333333,25.849999999999998,31.333333333333332,48.487500000000004,78.80833333333334,76.381252
2024-01-27,26,21,23.25,60,45.0,32,19.2,0.0,10,1500,1017,7.75,400.375,47.6625,13.612499999999999,33.833333333333336,43.85833333333333,125.45416666666667,82.91326525
2024-01-28,23,22,22.5,78,58.5,27,16.2,0.6,11,1650,1018,29.625,299.0833333333333,25.45,9.7875,76.25,34.55833333333333,93.86666666666667,86.22013695833334
2024-01-29,23,20,21.5,54,40.5,26,15.6,0.0,8,1200,1019,31.75,261.25,18.629166666666666,8.654166666666667,87.0,17.066666666666666,49.76666666666667,66.197638625
2024-01-30,24,21,22.0,66,49.5,17,10.2,0.0,10,1500,1018,27.5,496.2083333333333,51.8375,21.708333333333332,52.666666666666664,32.579166666666666,83.91250000000001,62.15263854166667
2024-01-31,25,21,22.5,69,51.75,11,6.6,0.0,10,1500,1018,26.25,655.9583333333334,66.10000000000001,26.804166666666664,35.25,57.49166666666667,211.3166666666667,99.26784725
2024-02-01,23,21,22.0,75,56.25,18,10.799999999999999,1.2,5,750,1016,69.0,355.875,38.916666666666664,16.1875,38.25,63.07083333333333,286.08750000000003,131.16472520833335
2024-02-02,23,20,21.75,84,63.0,31,18.599999999999998,0.7,7,1050,1016,72.75,278.25,17.712500000000002,8.862499999999999,72.83333333333333,44.324999999999996,143.04583333333332,145.72687787499999
